                       id                        |      experiment_id      | srx_accession | organism | analysis_date | process_type | status |       start_datetime       | finish_datetime | path | process_id  |                                                         accessions_file                                                          
 SRX18847312_SRR22889375_scRecounter_version_1_0 | SRX18847312_SRR22889375 | SRR22889375   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:09:41.041328 |                 |      | version_1_0 | 
 SRX18847332_SRR22889340_scRecounter_version_1_0 | SRX18847332_SRR22889340 | SRR22889340   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:09:41.047574 |                 |      | version_1_0 | 
 SRX18847309_SRR22889387_scRecounter_version_1_0 | SRX18847309_SRR22889387 | SRR22889387   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:09:41.075272 |                 |      | version_1_0 | 
 SRX18847312_SRR22889376_scRecounter_version_1_0 | SRX18847312_SRR22889376 | SRR22889376   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:09:41.074986 |                 |      | version_1_0 | 
 SRX18847310_SRR22889385_scRecounter_version_1_0 | SRX18847310_SRR22889385 | SRR22889385   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:09:41.100211 |                 |      | version_1_0 | 
 SRX18847310_SRR22889382_scRecounter_version_1_0 | SRX18847310_SRR22889382 | SRR22889382   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:09:41.119699 |                 |      | version_1_0 | 
 SRX18847311_SRR22889378_scRecounter_version_1_0 | SRX18847311_SRR22889378 | SRR22889378   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:09:41.161463 |                 |      | version_1_0 | 
 SRX18847314_SRR22889369_scRecounter_version_1_0 | SRX18847314_SRR22889369 | SRR22889369   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.01601  |                 |      | version_1_0 | 
 SRX18847313_SRR22889373_scRecounter_version_1_0 | SRX18847313_SRR22889373 | SRR22889373   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.031405 |                 |      | version_1_0 | 
 SRX18847315_SRR22889365_scRecounter_version_1_0 | SRX18847315_SRR22889365 | SRR22889365   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.028866 |                 |      | version_1_0 | 
 SRX17985094_SRR22002706_scRecounter_version_1_0 | SRX17985094_SRR22002706 | SRR22002706   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.04721  |                 |      | version_1_0 | 
 SRX17985090_SRR22002702_scRecounter_version_1_0 | SRX17985090_SRR22002702 | SRR22002702   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.059127 |                 |      | version_1_0 | 
 SRX18847315_SRR22889363_scRecounter_version_1_0 | SRX18847315_SRR22889363 | SRR22889363   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.063331 |                 |      | version_1_0 | 
 SRX18847316_SRR22889358_scRecounter_version_1_0 | SRX18847316_SRR22889358 | SRR22889358   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.067976 |                 |      | version_1_0 | 
 SRX18847315_SRR22889364_scRecounter_version_1_0 | SRX18847315_SRR22889364 | SRR22889364   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.07517  |                 |      | version_1_0 | 
 SRX18847314_SRR22889367_scRecounter_version_1_0 | SRX18847314_SRR22889367 | SRR22889367   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.079248 |                 |      | version_1_0 | 
 SRX18847313_SRR22889371_scRecounter_version_1_0 | SRX18847313_SRR22889371 | SRR22889371   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.09031  |                 |      | version_1_0 | 
 SRX18847314_SRR22889368_scRecounter_version_1_0 | SRX18847314_SRR22889368 | SRR22889368   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.098935 |                 |      | version_1_0 | 
 SRX18847313_SRR22889370_scRecounter_version_1_0 | SRX18847313_SRR22889370 | SRR22889370   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.109303 |                 |      | version_1_0 | 
 SRX17985089_SRR22002701_scRecounter_version_1_0 | SRX17985089_SRR22002701 | SRR22002701   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.113183 |                 |      | version_1_0 | 
 SRX17985092_SRR22002704_scRecounter_version_1_0 | SRX17985092_SRR22002704 | SRR22002704   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.131841 |                 |      | version_1_0 | 
 SRX18847316_SRR22889361_scRecounter_version_1_0 | SRX18847316_SRR22889361 | SRR22889361   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.157852 |                 |      | version_1_0 | 
 SRX18847316_SRR22889360_scRecounter_version_1_0 | SRX18847316_SRR22889360 | SRR22889360   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.18848  |                 |      | version_1_0 | 
 SRX18847314_SRR22889366_scRecounter_version_1_0 | SRX18847314_SRR22889366 | SRR22889366   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.202622 |                 |      | version_1_0 | 
 SRX17985093_SRR22002705_scRecounter_version_1_0 | SRX17985093_SRR22002705 | SRR22002705   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.21567  |                 |      | version_1_0 | 
 SRX17985091_SRR22002703_scRecounter_version_1_0 | SRX17985091_SRR22002703 | SRR22002703   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.232148 |                 |      | version_1_0 | 
 SRX18847316_SRR22889359_scRecounter_version_1_0 | SRX18847316_SRR22889359 | SRR22889359   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.257911 |                 |      | version_1_0 | 
 SRX18847315_SRR22889362_scRecounter_version_1_0 | SRX18847315_SRR22889362 | SRR22889362   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.267282 |                 |      | version_1_0 | 
 SRX18847313_SRR22889372_scRecounter_version_1_0 | SRX18847313_SRR22889372 | SRR22889372   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:14:21.278437 |                 |      | version_1_0 | 
 SRX17882367_SRR21895653_scRecounter_version_1_0 | SRX17882367_SRR21895653 | SRR21895653   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:22:25.868334 |                 |      | version_1_0 | 
 SRX17882367_SRR21895650_scRecounter_version_1_0 | SRX17882367_SRR21895650 | SRR21895650   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:22:25.892184 |                 |      | version_1_0 | 
 SRX17882367_SRR21895651_scRecounter_version_1_0 | SRX17882367_SRR21895651 | SRR21895651   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:22:25.943123 |                 |      | version_1_0 | 
 SRX17985095_SRR22002707_scRecounter_version_1_0 | SRX17985095_SRR22002707 | SRR22002707   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:22:25.945055 |                 |      | version_1_0 | 
 SRX17882367_SRR21895652_scRecounter_version_1_0 | SRX17882367_SRR21895652 | SRR21895652   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:22:25.945641 |                 |      | version_1_0 | 
 SRX17985097_SRR22002709_scRecounter_version_1_0 | SRX17985097_SRR22002709 | SRR22002709   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:22:25.977565 |                 |      | version_1_0 | 
 SRX17985096_SRR22002708_scRecounter_version_1_0 | SRX17985096_SRR22002708 | SRR22002708   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:22:26.009584 |                 |      | version_1_0 | 
 SRX17985098_SRR22002710_scRecounter_version_1_0 | SRX17985098_SRR22002710 | SRR22002710   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:22:26.092395 |                 |      | version_1_0 | 
 SRX18198701_SRR22221050_scRecounter_version_1_0 | SRX18198701_SRR22221050 | SRR22221050   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:26:45.105109 |                 |      | version_1_0 | 
 SRX18198702_SRR22221049_scRecounter_version_1_0 | SRX18198702_SRR22221049 | SRR22221049   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:26:45.19072  |                 |      | version_1_0 | 
 SRX18198704_SRR22221047_scRecounter_version_1_0 | SRX18198704_SRR22221047 | SRR22221047   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:30:29.205072 |                 |      | version_1_0 | 
 SRX18198703_SRR22221048_scRecounter_version_1_0 | SRX18198703_SRR22221048 | SRR22221048   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:30:29.262159 |                 |      | version_1_0 | 
 SRX18198705_SRR22221046_scRecounter_version_1_0 | SRX18198705_SRR22221046 | SRR22221046   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:34:13.504746 |                 |      | version_1_0 | 
 SRX18198707_SRR22221044_scRecounter_version_1_0 | SRX18198707_SRR22221044 | SRR22221044   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:34:13.551064 |                 |      | version_1_0 | 
 SRX18198706_SRR22221045_scRecounter_version_1_0 | SRX18198706_SRR22221045 | SRR22221045   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:34:13.669796 |                 |      | version_1_0 | 
 SRX14491939_SRR18356671_scRecounter_version_1_0 | SRX14491939_SRR18356671 | SRR18356671   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.159515 |                 |      | version_1_0 | 
 SRX18243512_SRR22267353_scRecounter_version_1_0 | SRX18243512_SRR22267353 | SRR22267353   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:38:23.019971 |                 |      | version_1_0 | 
 SRX18198709_SRR22221042_scRecounter_version_1_0 | SRX18198709_SRR22221042 | SRR22221042   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:38:23.02804  |                 |      | version_1_0 | 
 SRX18243514_SRR22267351_scRecounter_version_1_0 | SRX18243514_SRR22267351 | SRR22267351   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:38:23.044358 |                 |      | version_1_0 | 
 SRX18243511_SRR22267354_scRecounter_version_1_0 | SRX18243511_SRR22267354 | SRR22267354   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:38:23.056575 |                 |      | version_1_0 | 
 SRX18243513_SRR22267352_scRecounter_version_1_0 | SRX18243513_SRR22267352 | SRR22267352   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 21:38:23.096529 |                 |      | version_1_0 | 
 SRX18243518_SRR22267347_scRecounter_version_1_0 | SRX18243518_SRR22267347 | SRR22267347   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:13:23.449591 |                 |      | version_1_0 | 
 SRX18243520_SRR22267345_scRecounter_version_1_0 | SRX18243520_SRR22267345 | SRR22267345   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:13:23.503181 |                 |      | version_1_0 | 
 SRX18243517_SRR22267348_scRecounter_version_1_0 | SRX18243517_SRR22267348 | SRR22267348   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:13:23.540029 |                 |      | version_1_0 | 
 SRX18243516_SRR22267349_scRecounter_version_1_0 | SRX18243516_SRR22267349 | SRR22267349   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:13:23.549326 |                 |      | version_1_0 | 
 SRX18243515_SRR22267350_scRecounter_version_1_0 | SRX18243515_SRR22267350 | SRR22267350   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:13:23.553742 |                 |      | version_1_0 | 
 SRX18243519_SRR22267346_scRecounter_version_1_0 | SRX18243519_SRR22267346 | SRR22267346   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:13:23.623979 |                 |      | version_1_0 | 
 SRX18243521_SRR22267344_scRecounter_version_1_0 | SRX18243521_SRR22267344 | SRR22267344   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:17:52.749174 |                 |      | version_1_0 | 
 SRX18243525_SRR22267340_scRecounter_version_1_0 | SRX18243525_SRR22267340 | SRR22267340   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:17:52.756217 |                 |      | version_1_0 | 
 SRX18243522_SRR22267343_scRecounter_version_1_0 | SRX18243522_SRR22267343 | SRR22267343   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:17:52.817937 |                 |      | version_1_0 | 
 SRX18258541_SRR22284428_scRecounter_version_1_0 | SRX18258541_SRR22284428 | SRR22284428   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:17:52.821297 |                 |      | version_1_0 | 
 SRX18243523_SRR22267342_scRecounter_version_1_0 | SRX18243523_SRR22267342 | SRR22267342   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:17:52.840986 |                 |      | version_1_0 | 
 SRX18243524_SRR22267341_scRecounter_version_1_0 | SRX18243524_SRR22267341 | SRR22267341   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:17:52.909914 |                 |      | version_1_0 | 
 SRX18258543_SRR22284426_scRecounter_version_1_0 | SRX18258543_SRR22284426 | SRR22284426   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:22:22.384442 |                 |      | version_1_0 | 
 SRX18258542_SRR22284427_scRecounter_version_1_0 | SRX18258542_SRR22284427 | SRR22284427   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:22:22.396464 |                 |      | version_1_0 | 
 SRX18258546_SRR22284423_scRecounter_version_1_0 | SRX18258546_SRR22284423 | SRR22284423   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:22:22.452063 |                 |      | version_1_0 | 
 SRX18258545_SRR22284424_scRecounter_version_1_0 | SRX18258545_SRR22284424 | SRR22284424   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:22:22.454864 |                 |      | version_1_0 | 
 SRX18258544_SRR22284425_scRecounter_version_1_0 | SRX18258544_SRR22284425 | SRR22284425   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:22:22.565522 |                 |      | version_1_0 | 
 SRX17294271_SRR21284982_scRecounter_version_1_0 | SRX17294271_SRR21284982 | SRR21284982   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:25:56.840198 |                 |      | version_1_0 | 
 SRX17294273_SRR21284980_scRecounter_version_1_0 | SRX17294273_SRR21284980 | SRR21284980   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:25:56.902809 |                 |      | version_1_0 | 
 SRX17294272_SRR21284981_scRecounter_version_1_0 | SRX17294272_SRR21284981 | SRR21284981   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:25:56.958929 |                 |      | version_1_0 | 
 SRX17360128_SRR21352038_scRecounter_version_1_0 | SRX17360128_SRR21352038 | SRR21352038   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.717984 |                 |      | version_1_0 | 
 SRX17360130_SRR21352021_scRecounter_version_1_0 | SRX17360130_SRR21352021 | SRR21352021   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.745585 |                 |      | version_1_0 | 
 SRX17360133_SRR21352009_scRecounter_version_1_0 | SRX17360133_SRR21352009 | SRR21352009   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.747964 |                 |      | version_1_0 | 
 SRX17360128_SRR21352032_scRecounter_version_1_0 | SRX17360128_SRR21352032 | SRR21352032   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.759119 |                 |      | version_1_0 | 
 SRX17360132_SRR21352011_scRecounter_version_1_0 | SRX17360132_SRR21352011 | SRR21352011   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.763602 |                 |      | version_1_0 | 
 SRX17360135_SRR21351994_scRecounter_version_1_0 | SRX17360135_SRR21351994 | SRR21351994   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.788513 |                 |      | version_1_0 | 
 SRX17360131_SRR21352015_scRecounter_version_1_0 | SRX17360131_SRR21352015 | SRR21352015   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.80589  |                 |      | version_1_0 | 
 SRX14491938_SRR18356672_scRecounter_version_1_0 | SRX14491938_SRR18356672 | SRR18356672   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.162623 |                 |      | version_1_0 | 
 SRX12501916_SRR16220007_scRecounter_version_1_0 | SRX12501916_SRR16220007 | SRR16220007   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.020497 |                 |      | version_1_0 | 
 SRX12501916_SRR16220012_scRecounter_version_1_0 | SRX12501916_SRR16220012 | SRR16220012   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.228248 |                 |      | version_1_0 | 
 SRX12438811_SRR16153981_scRecounter_version_1_0 | SRX12438811_SRR16153981 | SRR16153981   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.429502 |                 |      | version_1_0 | 
 SRX12438808_SRR16153976_scRecounter_version_1_0 | SRX12438808_SRR16153976 | SRR16153976   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.624955 |                 |      | version_1_0 | 
 SRX17360130_SRR21352019_scRecounter_version_1_0 | SRX17360130_SRR21352019 | SRR21352019   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.825489 |                 |      | version_1_0 | 
 SRX17360134_SRR21351998_scRecounter_version_1_0 | SRX17360134_SRR21351998 | SRR21351998   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.834723 |                 |      | version_1_0 | 
 SRX17360135_SRR21351996_scRecounter_version_1_0 | SRX17360135_SRR21351996 | SRR21351996   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.837233 |                 |      | version_1_0 | 
 SRX17360129_SRR21352023_scRecounter_version_1_0 | SRX17360129_SRR21352023 | SRR21352023   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.83928  |                 |      | version_1_0 | 
 SRX17360128_SRR21352034_scRecounter_version_1_0 | SRX17360128_SRR21352034 | SRR21352034   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.840977 |                 |      | version_1_0 | 
 SRX17360134_SRR21352002_scRecounter_version_1_0 | SRX17360134_SRR21352002 | SRR21352002   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.858937 |                 |      | version_1_0 | 
 SRX17360129_SRR21352030_scRecounter_version_1_0 | SRX17360129_SRR21352030 | SRR21352030   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.877819 |                 |      | version_1_0 | 
 SRX17294274_SRR21284979_scRecounter_version_1_0 | SRX17294274_SRR21284979 | SRR21284979   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.895675 |                 |      | version_1_0 | 
 SRX17360134_SRR21352000_scRecounter_version_1_0 | SRX17360134_SRR21352000 | SRR21352000   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.902353 |                 |      | version_1_0 | 
 SRX17360131_SRR21352017_scRecounter_version_1_0 | SRX17360131_SRR21352017 | SRR21352017   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.907079 |                 |      | version_1_0 | 
 SRX17360132_SRR21352013_scRecounter_version_1_0 | SRX17360132_SRR21352013 | SRR21352013   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.947481 |                 |      | version_1_0 | 
 SRX17360129_SRR21352025_scRecounter_version_1_0 | SRX17360129_SRR21352025 | SRR21352025   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.970206 |                 |      | version_1_0 | 
 SRX17360133_SRR21352007_scRecounter_version_1_0 | SRX17360133_SRR21352007 | SRR21352007   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.976085 |                 |      | version_1_0 | 
 SRX17360129_SRR21352027_scRecounter_version_1_0 | SRX17360129_SRR21352027 | SRR21352027   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:08.98972  |                 |      | version_1_0 | 
 SRX17360134_SRR21352004_scRecounter_version_1_0 | SRX17360134_SRR21352004 | SRR21352004   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:09.002586 |                 |      | version_1_0 | 
 SRX17360128_SRR21352036_scRecounter_version_1_0 | SRX17360128_SRR21352036 | SRR21352036   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:29:09.013792 |                 |      | version_1_0 | 
 SRX17403294_SRR21398074_scRecounter_version_1_0 | SRX17403294_SRR21398074 | SRR21398074   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:35:16.407127 |                 |      | version_1_0 | 
 SRX17403295_SRR21398076_scRecounter_version_1_0 | SRX17403295_SRR21398076 | SRR21398076   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:37:05.776621 |                 |      | version_1_0 | 
 SRX17403295_SRR21398075_scRecounter_version_1_0 | SRX17403295_SRR21398075 | SRR21398075   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:37:05.849699 |                 |      | version_1_0 | 
 SRX17403295_SRR21398070_scRecounter_version_1_0 | SRX17403295_SRR21398070 | SRR21398070   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:37:05.863835 |                 |      | version_1_0 | 
 SRX17403295_SRR21398077_scRecounter_version_1_0 | SRX17403295_SRR21398077 | SRR21398077   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:37:05.969532 |                 |      | version_1_0 | 
 SRX17403296_SRR21398071_scRecounter_version_1_0 | SRX17403296_SRR21398071 | SRR21398071   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:38:54.935991 |                 |      | version_1_0 | 
 SRX17403296_SRR21398073_scRecounter_version_1_0 | SRX17403296_SRR21398073 | SRR21398073   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:38:54.991139 |                 |      | version_1_0 | 
 SRX17403296_SRR21398066_scRecounter_version_1_0 | SRX17403296_SRR21398066 | SRR21398066   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:38:55.003849 |                 |      | version_1_0 | 
 SRX17403296_SRR21398072_scRecounter_version_1_0 | SRX17403296_SRR21398072 | SRR21398072   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:38:55.072864 |                 |      | version_1_0 | 
 SRX17403297_SRR21398067_scRecounter_version_1_0 | SRX17403297_SRR21398067 | SRR21398067   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:40:41.671369 |                 |      | version_1_0 | 
 SRX17403297_SRR21398069_scRecounter_version_1_0 | SRX17403297_SRR21398069 | SRR21398069   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:40:41.720934 |                 |      | version_1_0 | 
 SRX17403297_SRR21398062_scRecounter_version_1_0 | SRX17403297_SRR21398062 | SRR21398062   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:40:41.737434 |                 |      | version_1_0 | 
 SRX17403297_SRR21398068_scRecounter_version_1_0 | SRX17403297_SRR21398068 | SRR21398068   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:40:41.774432 |                 |      | version_1_0 | 
 SRX17403301_SRR21398063_scRecounter_version_1_0 | SRX17403301_SRR21398063 | SRR21398063   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:42:27.806634 |                 |      | version_1_0 | 
 SRX17403301_SRR21398065_scRecounter_version_1_0 | SRX17403301_SRR21398065 | SRR21398065   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:42:27.840247 |                 |      | version_1_0 | 
 SRX17403301_SRR21398064_scRecounter_version_1_0 | SRX17403301_SRR21398064 | SRR21398064   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:42:27.844046 |                 |      | version_1_0 | 
 SRX17403301_SRR21398049_scRecounter_version_1_0 | SRX17403301_SRR21398049 | SRR21398049   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:42:27.943832 |                 |      | version_1_0 | 
 SRX17403298_SRR21398058_scRecounter_version_1_0 | SRX17403298_SRR21398058 | SRR21398058   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:44:16.15196  |                 |      | version_1_0 | 
 SRX17403298_SRR21398059_scRecounter_version_1_0 | SRX17403298_SRR21398059 | SRR21398059   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:44:16.191558 |                 |      | version_1_0 | 
 SRX17403298_SRR21398060_scRecounter_version_1_0 | SRX17403298_SRR21398060 | SRR21398060   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:44:16.20926  |                 |      | version_1_0 | 
 SRX17403298_SRR21398061_scRecounter_version_1_0 | SRX17403298_SRR21398061 | SRR21398061   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:44:16.314366 |                 |      | version_1_0 | 
 SRX17403299_SRR21398054_scRecounter_version_1_0 | SRX17403299_SRR21398054 | SRR21398054   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:46:05.198462 |                 |      | version_1_0 | 
 SRX17403299_SRR21398055_scRecounter_version_1_0 | SRX17403299_SRR21398055 | SRR21398055   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:46:05.20382  |                 |      | version_1_0 | 
 SRX17403299_SRR21398056_scRecounter_version_1_0 | SRX17403299_SRR21398056 | SRR21398056   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:46:05.276659 |                 |      | version_1_0 | 
 SRX17403299_SRR21398057_scRecounter_version_1_0 | SRX17403299_SRR21398057 | SRR21398057   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:46:05.360935 |                 |      | version_1_0 | 
 SRX17403300_SRR21398053_scRecounter_version_1_0 | SRX17403300_SRR21398053 | SRR21398053   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:47:53.058289 |                 |      | version_1_0 | 
 SRX17403300_SRR21398050_scRecounter_version_1_0 | SRX17403300_SRR21398050 | SRR21398050   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:47:53.061221 |                 |      | version_1_0 | 
 SRX17403300_SRR21398051_scRecounter_version_1_0 | SRX17403300_SRR21398051 | SRR21398051   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:47:53.073706 |                 |      | version_1_0 | 
 SRX17403300_SRR21398052_scRecounter_version_1_0 | SRX17403300_SRR21398052 | SRR21398052   | mouse    | 2025-11-13    | scRecounter  |        | 2025-11-13 23:47:53.099189 |                 |      | version_1_0 | 
 SRX14491949_SRR18356661_scRecounter_version_1_0 | SRX14491949_SRR18356661 | SRR18356661   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.164033 |                 |      | version_1_0 | 
 SRX17596334_SRR21594695_scRecounter_version_1_0 | SRX17596334_SRR21594695 | SRR21594695   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:40:13.81211  |                 |      | version_1_0 | 
 SRX17596335_SRR21594694_scRecounter_version_1_0 | SRX17596335_SRR21594694 | SRR21594694   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:41:51.128227 |                 |      | version_1_0 | 
 SRX17596336_SRR21594693_scRecounter_version_1_0 | SRX17596336_SRR21594693 | SRR21594693   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:41:51.142575 |                 |      | version_1_0 | 
