                       id                        |      experiment_id      | srx_accession | organism | analysis_date | process_type | status |       start_datetime       | finish_datetime | path | process_id  |                                                         accessions_file                                                          
-------------------------------------------------+-------------------------+---------------+----------+---------------+--------------+--------+----------------------------+-----------------+------+-------------+----------------------------------------------------------------------------------------------------------------------------------
 SRX14491933_SRR18356677_scRecounter_version_1_0 | SRX14491933_SRR18356677 | SRR18356677   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.011252 |                 |      | version_1_0 | 
 SRX18780503_SRR22821018_scRecounter_version_1_0 | SRX18780503_SRR22821018 | SRR22821018   | human    | 2025-11-10    | scRecounter  |        | 2025-11-10 11:03:45.761796 |                 |      | version_1_0 | 
 SRX18780502_SRR22821019_scRecounter_version_1_0 | SRX18780502_SRR22821019 | SRR22821019   | human    | 2025-11-10    | scRecounter  |        | 2025-11-10 11:03:45.780942 |                 |      | version_1_0 | 
 SRX18780504_SRR22821017_scRecounter_version_1_0 | SRX18780504_SRR22821017 | SRR22821017   | human    | 2025-11-10    | scRecounter  |        | 2025-11-10 11:05:51.359449 |                 |      | version_1_0 | 
 SRX18780505_SRR22821016_scRecounter_version_1_0 | SRX18780505_SRR22821016 | SRR22821016   | human    | 2025-11-10    | scRecounter  |        | 2025-11-10 11:05:51.459229 |                 |      | version_1_0 | 
 SRX18780507_SRR22821014_scRecounter_version_1_0 | SRX18780507_SRR22821014 | SRR22821014   | human    | 2025-11-10    | scRecounter  |        | 2025-11-10 11:07:51.720784 |                 |      | version_1_0 | 
 SRX18780506_SRR22821015_scRecounter_version_1_0 | SRX18780506_SRR22821015 | SRR22821015   | human    | 2025-11-10    | scRecounter  |        | 2025-11-10 11:07:51.790305 |                 |      | version_1_0 | 
 SRX16675853_SRR20652842_scRecounter_version_1_0 | SRX16675853_SRR20652842 | SRR20652842   | human    | 2025-11-10    | scRecounter  |        | 2025-11-10 12:00:18.189276 |                 |      | version_1_0 | 
 SRX4623329_SRR7767734_scRecounter_version_1_0   | SRX4623329_SRR7767734   | SRR7767734    | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 04:43:39.057749 |                 |      | version_1_0 | 
 SRX4623331_SRR7767736_scRecounter_version_1_0   | SRX4623331_SRR7767736   | SRR7767736    | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 07:40:15.601395 |                 |      | version_1_0 | 
 SRX4623330_SRR7767735_scRecounter_version_1_0   | SRX4623330_SRR7767735   | SRR7767735    | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 07:40:15.645508 |                 |      | version_1_0 | 
 SRX4623332_SRR7767737_scRecounter_version_1_0   | SRX4623332_SRR7767737   | SRR7767737    | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 07:40:15.69971  |                 |      | version_1_0 | 
 SRX4623334_SRR7767739_scRecounter_version_1_0   | SRX4623334_SRR7767739   | SRR7767739    | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 07:42:11.375422 |                 |      | version_1_0 | 
 SRX5848123_SRR9072134_scRecounter_version_1_0   | SRX5848123_SRR9072134   | SRR9072134    | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 07:42:11.387773 |                 |      | version_1_0 | 
 SRX4623333_SRR7767738_scRecounter_version_1_0   | SRX4623333_SRR7767738   | SRR7767738    | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 07:42:11.390532 |                 |      | version_1_0 | 
 SRX5848124_SRR9072135_scRecounter_version_1_0   | SRX5848124_SRR9072135   | SRR9072135    | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 07:42:11.490444 |                 |      | version_1_0 | 
 SRX8321716_SRR11768468_scRecounter_version_1_0  | SRX8321716_SRR11768468  | SRR11768468   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 08:57:36.096322 |                 |      | version_1_0 | 
 SRX8321715_SRR11768467_scRecounter_version_1_0  | SRX8321715_SRR11768467  | SRR11768467   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 08:57:36.190695 |                 |      | version_1_0 | 
 SRX8321718_SRR11768470_scRecounter_version_1_0  | SRX8321718_SRR11768470  | SRR11768470   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 08:58:00.849249 |                 |      | version_1_0 | 
 SRX8321717_SRR11768469_scRecounter_version_1_0  | SRX8321717_SRR11768469  | SRR11768469   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 08:58:00.934962 |                 |      | version_1_0 | 
 SRX21600865_SRR25880487_scRecounter_version_1_0 | SRX21600865_SRR25880487 | SRR25880487   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 08:58:25.232545 |                 |      | version_1_0 | 
 SRX21600864_SRR25880488_scRecounter_version_1_0 | SRX21600864_SRR25880488 | SRR25880488   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 08:58:25.315416 |                 |      | version_1_0 | 
 SRX21600866_SRR25880484_scRecounter_version_1_0 | SRX21600866_SRR25880484 | SRR25880484   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 09:02:18.799473 |                 |      | version_1_0 | 
 SRX21600867_SRR25880483_scRecounter_version_1_0 | SRX21600867_SRR25880483 | SRR25880483   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 09:02:18.903934 |                 |      | version_1_0 | 
 SRX21600869_SRR25880482_scRecounter_version_1_0 | SRX21600869_SRR25880482 | SRR25880482   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 09:06:11.507311 |                 |      | version_1_0 | 
 SRX21600870_SRR25880486_scRecounter_version_1_0 | SRX21600870_SRR25880486 | SRR25880486   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 09:06:11.533398 |                 |      | version_1_0 | 
 SRX21600868_SRR25880485_scRecounter_version_1_0 | SRX21600868_SRR25880485 | SRR25880485   | human    | 2025-11-11    | scRecounter  |        | 2025-11-11 09:06:11.688968 |                 |      | version_1_0 | 
 SRX21600871_SRR25880481_scRecounter_version_1_0 | SRX21600871_SRR25880481 | SRR25880481   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 12:07:05.785789 |                 |      | version_1_0 | 
 SRX21752084_SRR26034988_scRecounter_version_1_0 | SRX21752084_SRR26034988 | SRR26034988   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 13:44:20.000078 |                 |      | version_1_0 | 
 SRX21752086_SRR26034983_scRecounter_version_1_0 | SRX21752086_SRR26034983 | SRR26034983   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 13:44:19.999118 |                 |      | version_1_0 | 
 SRX21752083_SRR26034987_scRecounter_version_1_0 | SRX21752083_SRR26034987 | SRR26034987   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 13:44:20.074532 |                 |      | version_1_0 | 
 SRX21752083_SRR26034986_scRecounter_version_1_0 | SRX21752083_SRR26034986 | SRR26034986   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 13:44:20.087711 |                 |      | version_1_0 | 
 SRX21752087_SRR26034982_scRecounter_version_1_0 | SRX21752087_SRR26034982 | SRR26034982   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 13:47:24.494079 |                 |      | version_1_0 | 
 SRX19538033_SRR23675156_scRecounter_version_1_0 | SRX19538033_SRR23675156 | SRR23675156   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.228617 |                 |      | version_1_0 | 
 SRX19538032_SRR23675158_scRecounter_version_1_0 | SRX19538032_SRR23675158 | SRR23675158   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.232284 |                 |      | version_1_0 | 
 SRX19538030_SRR23675165_scRecounter_version_1_0 | SRX19538030_SRR23675165 | SRR23675165   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.241063 |                 |      | version_1_0 | 
 SRX19538030_SRR23675166_scRecounter_version_1_0 | SRX19538030_SRR23675166 | SRR23675166   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.271477 |                 |      | version_1_0 | 
 SRX19538031_SRR23675161_scRecounter_version_1_0 | SRX19538031_SRR23675161 | SRR23675161   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.28497  |                 |      | version_1_0 | 
 SRX19538032_SRR23675159_scRecounter_version_1_0 | SRX19538032_SRR23675159 | SRR23675159   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.285007 |                 |      | version_1_0 | 
 SRX19538030_SRR23675164_scRecounter_version_1_0 | SRX19538030_SRR23675164 | SRR23675164   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.289416 |                 |      | version_1_0 | 
 SRX19538033_SRR23675155_scRecounter_version_1_0 | SRX19538033_SRR23675155 | SRR23675155   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.326653 |                 |      | version_1_0 | 
 SRX19585337_SRR23724687_scRecounter_version_1_0 | SRX19585337_SRR23724687 | SRR23724687   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.356039 |                 |      | version_1_0 | 
 SRX19585337_SRR23724686_scRecounter_version_1_0 | SRX19585337_SRR23724686 | SRR23724686   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.359025 |                 |      | version_1_0 | 
 SRX19538033_SRR23675157_scRecounter_version_1_0 | SRX19538033_SRR23675157 | SRR23675157   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.365779 |                 |      | version_1_0 | 
 SRX19538032_SRR23675160_scRecounter_version_1_0 | SRX19538032_SRR23675160 | SRR23675160   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 16:46:48.37976  |                 |      | version_1_0 | 
 SRX19538036_SRR23675147_scRecounter_version_1_0 | SRX19538036_SRR23675147 | SRR23675147   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 17:18:11.138087 |                 |      | version_1_0 | 
 SRX14491950_SRR18356660_scRecounter_version_1_0 | SRX14491950_SRR18356660 | SRR18356660   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.030227 |                 |      | version_1_0 | 
 SRX19538034_SRR23675154_scRecounter_version_1_0 | SRX19538034_SRR23675154 | SRR23675154   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 17:18:11.278154 |                 |      | version_1_0 | 
 SRX19538034_SRR23675152_scRecounter_version_1_0 | SRX19538034_SRR23675152 | SRR23675152   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 17:18:11.31301  |                 |      | version_1_0 | 
 SRX19538036_SRR23675146_scRecounter_version_1_0 | SRX19538036_SRR23675146 | SRR23675146   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 17:18:11.329961 |                 |      | version_1_0 | 
 SRX19538036_SRR23675148_scRecounter_version_1_0 | SRX19538036_SRR23675148 | SRR23675148   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 17:18:11.332087 |                 |      | version_1_0 | 
 SRX19538034_SRR23675153_scRecounter_version_1_0 | SRX19538034_SRR23675153 | SRR23675153   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 17:18:11.402737 |                 |      | version_1_0 | 
 SRX19538041_SRR23675126_scRecounter_version_1_0 | SRX19538041_SRR23675126 | SRR23675126   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.75514  |                 |      | version_1_0 | 
 SRX19538041_SRR23675128_scRecounter_version_1_0 | SRX19538041_SRR23675128 | SRR23675128   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.7645   |                 |      | version_1_0 | 
 SRX19538040_SRR23675131_scRecounter_version_1_0 | SRX19538040_SRR23675131 | SRR23675131   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.771165 |                 |      | version_1_0 | 
 SRX19538043_SRR23675118_scRecounter_version_1_0 | SRX19538043_SRR23675118 | SRR23675118   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.773874 |                 |      | version_1_0 | 
 SRX19538043_SRR23675119_scRecounter_version_1_0 | SRX19538043_SRR23675119 | SRR23675119   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.774557 |                 |      | version_1_0 | 
 SRX19538041_SRR23675127_scRecounter_version_1_0 | SRX19538041_SRR23675127 | SRR23675127   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.781401 |                 |      | version_1_0 | 
 SRX19538040_SRR23675132_scRecounter_version_1_0 | SRX19538040_SRR23675132 | SRR23675132   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.78264  |                 |      | version_1_0 | 
 SRX19538040_SRR23675133_scRecounter_version_1_0 | SRX19538040_SRR23675133 | SRR23675133   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.785237 |                 |      | version_1_0 | 
 SRX19538044_SRR23675116_scRecounter_version_1_0 | SRX19538044_SRR23675116 | SRR23675116   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.813095 |                 |      | version_1_0 | 
 SRX19538042_SRR23675124_scRecounter_version_1_0 | SRX19538042_SRR23675124 | SRR23675124   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.83274  |                 |      | version_1_0 | 
 SRX19538042_SRR23675122_scRecounter_version_1_0 | SRX19538042_SRR23675122 | SRR23675122   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.832735 |                 |      | version_1_0 | 
 SRX19538041_SRR23675129_scRecounter_version_1_0 | SRX19538041_SRR23675129 | SRR23675129   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.83335  |                 |      | version_1_0 | 
 SRX19538044_SRR23675115_scRecounter_version_1_0 | SRX19538044_SRR23675115 | SRR23675115   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.845296 |                 |      | version_1_0 | 
 SRX19538043_SRR23675120_scRecounter_version_1_0 | SRX19538043_SRR23675120 | SRR23675120   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.847548 |                 |      | version_1_0 | 
 SRX19538044_SRR23675117_scRecounter_version_1_0 | SRX19538044_SRR23675117 | SRR23675117   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.848366 |                 |      | version_1_0 | 
 SRX19538043_SRR23675121_scRecounter_version_1_0 | SRX19538043_SRR23675121 | SRR23675121   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.891841 |                 |      | version_1_0 | 
 SRX19538044_SRR23675114_scRecounter_version_1_0 | SRX19538044_SRR23675114 | SRR23675114   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.903701 |                 |      | version_1_0 | 
 SRX19538042_SRR23675123_scRecounter_version_1_0 | SRX19538042_SRR23675123 | SRR23675123   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.922038 |                 |      | version_1_0 | 
 SRX19538042_SRR23675125_scRecounter_version_1_0 | SRX19538042_SRR23675125 | SRR23675125   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.927395 |                 |      | version_1_0 | 
 SRX19538040_SRR23675130_scRecounter_version_1_0 | SRX19538040_SRR23675130 | SRR23675130   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:18:22.980196 |                 |      | version_1_0 | 
 SRX19693485_SRR23881506_scRecounter_version_1_0 | SRX19693485_SRR23881506 | SRR23881506   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:21:54.905122 |                 |      | version_1_0 | 
 SRX19693485_SRR23881507_scRecounter_version_1_0 | SRX19693485_SRR23881507 | SRR23881507   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 18:21:54.953289 |                 |      | version_1_0 | 
 SRX19693487_SRR23881503_scRecounter_version_1_0 | SRX19693487_SRR23881503 | SRR23881503   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 19:05:19.575965 |                 |      | version_1_0 | 
 SRX19693487_SRR23881509_scRecounter_version_1_0 | SRX19693487_SRR23881509 | SRR23881509   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 19:05:19.625891 |                 |      | version_1_0 | 
 SRX19693487_SRR23881508_scRecounter_version_1_0 | SRX19693487_SRR23881508 | SRR23881508   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 19:05:19.735445 |                 |      | version_1_0 | 
 SRX19693495_SRR23881499_scRecounter_version_1_0 | SRX19693495_SRR23881499 | SRR23881499   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:06:34.749575 |                 |      | version_1_0 | 
 SRX19693496_SRR23881502_scRecounter_version_1_0 | SRX19693496_SRR23881502 | SRR23881502   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:06:34.797244 |                 |      | version_1_0 | 
 SRX19693496_SRR23881483_scRecounter_version_1_0 | SRX19693496_SRR23881483 | SRR23881483   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:06:34.841873 |                 |      | version_1_0 | 
 SRX19693492_SRR23881500_scRecounter_version_1_0 | SRX19693492_SRR23881500 | SRR23881500   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:06:34.841887 |                 |      | version_1_0 | 
 SRX19693492_SRR23881492_scRecounter_version_1_0 | SRX19693492_SRR23881492 | SRR23881492   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:06:34.862517 |                 |      | version_1_0 | 
 SRX19693495_SRR23881484_scRecounter_version_1_0 | SRX19693495_SRR23881484 | SRR23881484   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:06:34.865256 |                 |      | version_1_0 | 
 SRX19693496_SRR23881490_scRecounter_version_1_0 | SRX19693496_SRR23881490 | SRR23881490   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:06:34.960677 |                 |      | version_1_0 | 
 SRX19693494_SRR23881501_scRecounter_version_1_0 | SRX19693494_SRR23881501 | SRR23881501   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:10:35.11846  |                 |      | version_1_0 | 
 SRX19693491_SRR23881493_scRecounter_version_1_0 | SRX19693491_SRR23881493 | SRR23881493   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:10:35.148595 |                 |      | version_1_0 | 
 SRX19693491_SRR23881487_scRecounter_version_1_0 | SRX19693491_SRR23881487 | SRR23881487   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:10:35.151884 |                 |      | version_1_0 | 
 SRX19693494_SRR23881489_scRecounter_version_1_0 | SRX19693494_SRR23881489 | SRR23881489   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 20:10:35.164298 |                 |      | version_1_0 | 
 SRX14491934_SRR18356676_scRecounter_version_1_0 | SRX14491934_SRR18356676 | SRR18356676   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.049581 |                 |      | version_1_0 | 
 SRX19693498_SRR23881481_scRecounter_version_1_0 | SRX19693498_SRR23881481 | SRR23881481   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 21:00:43.500068 |                 |      | version_1_0 | 
 SRX19693497_SRR23881482_scRecounter_version_1_0 | SRX19693497_SRR23881482 | SRR23881482   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 21:00:43.505137 |                 |      | version_1_0 | 
 SRX19693497_SRR23881485_scRecounter_version_1_0 | SRX19693497_SRR23881485 | SRR23881485   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 21:00:43.537755 |                 |      | version_1_0 | 
 SRX19693498_SRR23881486_scRecounter_version_1_0 | SRX19693498_SRR23881486 | SRR23881486   | mouse    | 2025-11-11    | scRecounter  |        | 2025-11-11 21:00:43.638149 |                 |      | version_1_0 | 
 SRX20034274_SRR24238136_scRecounter_version_1_0 | SRX20034274_SRR24238136 | SRR24238136   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 01:57:07.11846  |                 |      | version_1_0 | 
 SRX20034274_SRR24238135_scRecounter_version_1_0 | SRX20034274_SRR24238135 | SRR24238135   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 01:57:07.129928 |                 |      | version_1_0 | 
 SRX20034273_SRR24238137_scRecounter_version_1_0 | SRX20034273_SRR24238137 | SRR24238137   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 01:57:07.148956 |                 |      | version_1_0 | 
 SRX20034274_SRR24238134_scRecounter_version_1_0 | SRX20034274_SRR24238134 | SRR24238134   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 01:57:07.14997  |                 |      | version_1_0 | 
 SRX20034273_SRR24238139_scRecounter_version_1_0 | SRX20034273_SRR24238139 | SRR24238139   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 01:57:07.222174 |                 |      | version_1_0 | 
 SRX20034273_SRR24238138_scRecounter_version_1_0 | SRX20034273_SRR24238138 | SRR24238138   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 01:57:07.222243 |                 |      | version_1_0 | 
 SRX20034273_SRR24238140_scRecounter_version_1_0 | SRX20034273_SRR24238140 | SRR24238140   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 01:57:07.226469 |                 |      | version_1_0 | 
 SRX20034274_SRR24238133_scRecounter_version_1_0 | SRX20034274_SRR24238133 | SRR24238133   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 01:57:07.32204  |                 |      | version_1_0 | 
 SRX14491945_SRR18356665_scRecounter_version_1_0 | SRX14491945_SRR18356665 | SRR18356665   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.06087  |                 |      | version_1_0 | 
 SRX12501916_SRR16220005_scRecounter_version_1_0 | SRX12501916_SRR16220005 | SRR16220005   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:53.975492 |                 |      | version_1_0 | 
 SRX12438806_SRR16153968_scRecounter_version_1_0 | SRX12438806_SRR16153968 | SRR16153968   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.188473 |                 |      | version_1_0 | 
 SRX12438810_SRR16153989_scRecounter_version_1_0 | SRX12438810_SRR16153989 | SRR16153989   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.394017 |                 |      | version_1_0 | 
 SRX12438805_SRR16153962_scRecounter_version_1_0 | SRX12438805_SRR16153962 | SRR16153962   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.581525 |                 |      | version_1_0 | 
 SRX12438806_SRR16153966_scRecounter_version_1_0 | SRX12438806_SRR16153966 | SRR16153966   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.804216 |                 |      | version_1_0 | 
 SRX12501917_SRR16220018_scRecounter_version_1_0 | SRX12501917_SRR16220018 | SRR16220018   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.13111  |                 |      | version_1_0 | 
 SRX12501917_SRR16220014_scRecounter_version_1_0 | SRX12501917_SRR16220014 | SRR16220014   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.24435  |                 |      | version_1_0 | 
 SRX12501919_SRR16219999_scRecounter_version_1_0 | SRX12501919_SRR16219999 | SRR16219999   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.382147 |                 |      | version_1_0 | 
 SRX12501917_SRR16220021_scRecounter_version_1_0 | SRX12501917_SRR16220021 | SRR16220021   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.458683 |                 |      | version_1_0 | 
 SRX12501917_SRR16220025_scRecounter_version_1_0 | SRX12501917_SRR16220025 | SRR16220025   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.505999 |                 |      | version_1_0 | 
 SRX19537791_SRR23674840_scRecounter_version_1_0 | SRX19537791_SRR23674840 | SRR23674840   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 04:02:35.947258 |                 |      | version_1_0 | 
 SRX19537790_SRR23674841_scRecounter_version_1_0 | SRX19537790_SRR23674841 | SRR23674841   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 04:02:35.982718 |                 |      | version_1_0 | 
 SRX19537791_SRR23674838_scRecounter_version_1_0 | SRX19537791_SRR23674838 | SRR23674838   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 04:02:35.987277 |                 |      | version_1_0 | 
 SRX19537790_SRR23674843_scRecounter_version_1_0 | SRX19537790_SRR23674843 | SRR23674843   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 04:02:36.02469  |                 |      | version_1_0 | 
 SRX19537790_SRR23674844_scRecounter_version_1_0 | SRX19537790_SRR23674844 | SRR23674844   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 04:02:36.159501 |                 |      | version_1_0 | 
 SRX19537791_SRR23674839_scRecounter_version_1_0 | SRX19537791_SRR23674839 | SRR23674839   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 04:02:36.190375 |                 |      | version_1_0 | 
 SRX19537791_SRR23674837_scRecounter_version_1_0 | SRX19537791_SRR23674837 | SRR23674837   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 04:02:36.20401  |                 |      | version_1_0 | 
 SRX19537790_SRR23674842_scRecounter_version_1_0 | SRX19537790_SRR23674842 | SRR23674842   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 04:02:36.207253 |                 |      | version_1_0 | 
 SRX14491932_SRR18356678_scRecounter_version_1_0 | SRX14491932_SRR18356678 | SRR18356678   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.061021 |                 |      | version_1_0 | 
 SRX12438805_SRR16153964_scRecounter_version_1_0 | SRX12438805_SRR16153964 | SRR16153964   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.008379 |                 |      | version_1_0 | 
 SRX12438810_SRR16153987_scRecounter_version_1_0 | SRX12438810_SRR16153987 | SRR16153987   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.208794 |                 |      | version_1_0 | 
 SRX12501916_SRR16220011_scRecounter_version_1_0 | SRX12501916_SRR16220011 | SRR16220011   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.416694 |                 |      | version_1_0 | 
 SRX12438807_SRR16153975_scRecounter_version_1_0 | SRX12438807_SRR16153975 | SRR16153975   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.592512 |                 |      | version_1_0 | 
 SRX12501918_SRR16220035_scRecounter_version_1_0 | SRX12501918_SRR16220035 | SRR16220035   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:30.572628 |                 |      | version_1_0 | 
 SRX12501917_SRR16220023_scRecounter_version_1_0 | SRX12501917_SRR16220023 | SRR16220023   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.136865 |                 |      | version_1_0 | 
 SRX12501919_SRR16219993_scRecounter_version_1_0 | SRX12501919_SRR16219993 | SRR16219993   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.278527 |                 |      | version_1_0 | 
 SRX12501918_SRR16219986_scRecounter_version_1_0 | SRX12501918_SRR16219986 | SRR16219986   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.402311 |                 |      | version_1_0 | 
 SRX19537796_SRR23674820_scRecounter_version_1_0 | SRX19537796_SRR23674820 | SRR23674820   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:43.932172 |                 |      | version_1_0 | 
 SRX19537794_SRR23674827_scRecounter_version_1_0 | SRX19537794_SRR23674827 | SRR23674827   | mouse    | 2025-11-12    | scRecounter  |        | 2025-11-12 05:01:44.037035 |                 |      | version_1_0 | 
